review_id,homestay_id,homestay_name,district,state,guest_type,rating,review_text,sentiment,review_topic,review_date,host_response,stay_duration_days,booking_channel
525,1031,Green Hills Homestay,Rudraprayag,Uttarakhand,Solo Traveler,4,Amazing hospitality and very friendly hosts.,Positive,Trekking,2026-03-24,No,1,Tripadvisor
526,1041,Nature Trails Stay,Tehri Garhwal,Uttarakhand,Friends Group,4,The hosts made us feel like family.,Positive,Cleanliness,2025-05-16,No,5,Referral
527,1042,Wildflower Retreat,Ranikhet,Uttarakhand,Solo Traveler,3,Overall a decent stay with basic facilities.,Neutral,Food,2025-11-03,Yes,3,Tripadvisor
528,1048,Cloud View Homestay,Chamoli,Uttarakhand,Couple,5,Perfect place for eco tourism and nature lovers.,Positive,Amenities,2025-12-16,No,2,Travel Agency
529,1038,Himalayan Nest,Rudraprayag,Uttarakhand,Solo Traveler,5,Amazing hospitality and very friendly hosts.,Positive,Trekking,2025-01-26,No,2,Travel Agency
530,1026,Riverstone Cottage,Uttarkashi,Uttarakhand,Solo Traveler,5,Excellent local food and authentic village experience.,Positive,Value for Money,2024-09-08,No,9,Referral
531,1012,Nature Trails Stay,Uttarkashi,Uttarakhand,Couple,3,Good experience but room maintenance can improve.,Neutral,Eco Tourism,2024-06-16,No,9,Referral
532,1006,Snow Peak Homestay,Nainital,Uttarakhand,Friends Group,5,One of the best homestays we have visited.,Positive,Cleanliness,2024-06-19,Yes,5,Tripadvisor
533,1025,Green Hills Homestay,Tehri Garhwal,Uttarakhand,Solo Traveler,2,Food quality did not meet expectations.,Negative,Value for Money,2024-09-14,No,2,Referral
534,1015,Riverstone Cottage,Nainital,Uttarakhand,Family,1,The room was smaller than shown in photos.,Negative,Eco Tourism,2026-02-16,No,2,Travel Agency
535,1010,Lake View Cottage,Mukteshwar,Uttarakhand,Family,5,Excellent local food and authentic village experience.,Positive,Scenic Beauty,2024-07-15,No,7,Direct
536,1043,Mountain View Homestay,Chamoli,Uttarakhand,Friends Group,4,Beautiful mountain views and peaceful atmosphere.,Positive,Amenities,2025-06-09,No,5,Referral
537,1011,Sunrise Eco Stay,Mukteshwar,Uttarakhand,Friends Group,5,Excellent local food and authentic village experience.,Positive,Accessibility,2025-02-06,No,8,Tripadvisor
538,1002,Himalayan Nest,Chamoli,Uttarakhand,Adventure Traveler,5,Loved the scenic surroundings and fresh air.,Positive,Amenities,2024-08-18,Yes,8,Google
539,1048,Oakwood Cottage,Kausani,Uttarakhand,Friends Group,3,The location was nice but amenities were average.,Neutral,Cleanliness,2025-08-13,No,10,Direct
540,1027,Sunrise Eco Stay,Kausani,Uttarakhand,Friends Group,4,Excellent local food and authentic village experience.,Positive,Cleanliness,2024-11-15,Yes,6,Referral
541,1016,Eco Village Stay,Pithoragarh,Uttarakhand,Family,3,Good experience but room maintenance can improve.,Neutral,Amenities,2025-07-16,No,7,Travel Agency
542,1042,Forest Edge Homestay,Kausani,Uttarakhand,Family,5,Amazing hospitality and very friendly hosts.,Positive,Location,2025-05-16,Yes,3,Google
543,1005,Eco Village Stay,Almora,Uttarakhand,Adventure Traveler,1,Limited facilities for the price charged.,Negative,Accessibility,2025-03-09,Yes,5,Travel Agency
544,1015,Snow Peak Homestay,Almora,Uttarakhand,Solo Traveler,1,Food quality did not meet expectations.,Negative,Accessibility,2024-06-18,No,4,Google
545,1012,Snow Peak Homestay,Mukteshwar,Uttarakhand,Adventure Traveler,1,Road access to the homestay was difficult.,Negative,Eco Tourism,2024-12-25,No,5,Google
546,1019,Himalayan Nest,Ranikhet,Uttarakhand,Friends Group,5,One of the best homestays we have visited.,Positive,Eco Tourism,2025-06-07,Yes,10,Referral
547,1024,Forest Edge Homestay,Rudraprayag,Uttarakhand,Adventure Traveler,4,One of the best homestays we have visited.,Positive,Accessibility,2025-10-24,Yes,3,Direct
548,1017,Nature Trails Stay,Almora,Uttarakhand,Family,4,Amazing hospitality and very friendly hosts.,Positive,Eco Tourism,2024-08-21,Yes,6,Direct
549,1019,Pine Valley Retreat,Chamoli,Uttarakhand,Adventure Traveler,4,Excellent local food and authentic village experience.,Positive,Value for Money,2025-02-28,Yes,5,Travel Agency
550,1040,Lake View Cottage,Pithoragarh,Uttarakhand,Adventure Traveler,4,One of the best homestays we have visited.,Positive,Value for Money,2025-06-29,Yes,9,Referral
551,1042,Sunrise Eco Stay,Chamoli,Uttarakhand,Adventure Traveler,4,Outstanding experience with great trekking options.,Positive,Amenities,2024-08-19,No,3,Travel Agency
552,1050,Wildflower Retreat,Tehri Garhwal,Uttarakhand,Couple,1,WiFi connectivity was poor during the stay.,Negative,Eco Tourism,2024-08-13,No,10,Direct
553,1016,Lake View Cottage,Tehri Garhwal,Uttarakhand,Adventure Traveler,3,The location was nice but amenities were average.,Neutral,Food,2025-01-23,Yes,10,Direct
554,1012,Green Hills Homestay,Ranikhet,Uttarakhand,Family,5,Clean rooms and wonderful service.,Positive,Amenities,2026-02-21,No,6,Referral
555,1004,Eco Village Stay,Tehri Garhwal,Uttarakhand,Family,5,Outstanding experience with great trekking options.,Positive,Eco Tourism,2025-08-24,No,10,Referral
556,1032,Forest Edge Homestay,Uttarkashi,Uttarakhand,Family,2,Property maintenance needs attention.,Negative,Food,2025-04-26,Yes,8,Tripadvisor
557,1010,Eco Village Stay,Uttarkashi,Uttarakhand,Couple,5,Great value for money and comfortable stay.,Positive,Amenities,2025-01-30,Yes,8,Direct
558,1035,Pine Valley Retreat,Nainital,Uttarakhand,Solo Traveler,4,The hosts made us feel like family.,Positive,Eco Tourism,2025-02-15,Yes,7,Tripadvisor
559,1042,Snow Peak Homestay,Mukteshwar,Uttarakhand,Couple,5,Beautiful mountain views and peaceful atmosphere.,Positive,Scenic Beauty,2024-11-25,No,9,Direct
560,1012,Valley Breeze Retreat,Pithoragarh,Uttarakhand,Family,5,Outstanding experience with great trekking options.,Positive,Location,2026-03-18,No,10,Tripadvisor
561,1029,Mountain View Homestay,Almora,Uttarakhand,Friends Group,4,Great value for money and comfortable stay.,Positive,Accessibility,2026-05-05,Yes,2,Direct
562,1041,Snow Peak Homestay,Uttarkashi,Uttarakhand,Couple,4,Clean rooms and wonderful service.,Positive,Value for Money,2026-01-26,Yes,1,Travel Agency
563,1006,Forest Edge Homestay,Kausani,Uttarakhand,Adventure Traveler,3,Good experience but room maintenance can improve.,Neutral,Eco Tourism,2024-09-21,Yes,1,Referral
564,1033,Himalayan Nest,Mukteshwar,Uttarakhand,Solo Traveler,4,Excellent local food and authentic village experience.,Positive,Food,2025-11-10,No,3,Direct
565,1020,Himalayan Nest,Uttarkashi,Uttarakhand,Friends Group,3,Comfortable stay though food options were limited.,Neutral,Hospitality,2025-11-23,No,10,Referral
566,1046,Eco Village Stay,Kausani,Uttarakhand,Couple,4,Amazing hospitality and very friendly hosts.,Positive,Food,2025-07-16,Yes,5,Travel Agency
567,1034,Riverstone Cottage,Pithoragarh,Uttarakhand,Couple,4,The hosts made us feel like family.,Positive,Trekking,2025-02-14,Yes,5,Tripadvisor
568,1002,Oakwood Cottage,Ranikhet,Uttarakhand,Solo Traveler,2,The room was smaller than shown in photos.,Negative,Location,2024-07-29,Yes,6,Google
569,1035,Riverstone Cottage,Uttarkashi,Uttarakhand,Family,3,Comfortable stay though food options were limited.,Neutral,Trekking,2024-11-29,No,7,Referral
570,1042,Nature Trails Stay,Ranikhet,Uttarakhand,Solo Traveler,1,Food quality did not meet expectations.,Negative,Location,2026-03-15,Yes,7,Tripadvisor
571,1030,Green Hills Homestay,Ranikhet,Uttarakhand,Friends Group,4,Outstanding experience with great trekking options.,Positive,Amenities,2025-11-25,Yes,7,Travel Agency
572,1027,Green Hills Homestay,Uttarkashi,Uttarakhand,Friends Group,1,The room was smaller than shown in photos.,Negative,Value for Money,2024-11-22,Yes,10,Tripadvisor
573,1004,Green Hills Homestay,Rudraprayag,Uttarakhand,Friends Group,5,One of the best homestays we have visited.,Positive,Accessibility,2024-11-14,No,5,Tripadvisor
574,1032,Pine Valley Retreat,Nainital,Uttarakhand,Solo Traveler,5,Perfect place for eco tourism and nature lovers.,Positive,Cleanliness,2025-07-31,No,3,Direct
575,1002,Pine Valley Retreat,Nainital,Uttarakhand,Solo Traveler,5,Beautiful mountain views and peaceful atmosphere.,Positive,Value for Money,2025-12-25,No,6,Tripadvisor
576,1005,Cloud View Homestay,Chamoli,Uttarakhand,Friends Group,4,Great value for money and comfortable stay.,Positive,Accessibility,2025-08-18,Yes,7,Direct
577,1013,Nature Trails Stay,Mukteshwar,Uttarakhand,Adventure Traveler,4,Excellent local food and authentic village experience.,Positive,Hospitality,2025-06-10,Yes,7,Travel Agency
578,1011,Lake View Cottage,Chamoli,Uttarakhand,Solo Traveler,4,Great value for money and comfortable stay.,Positive,Hospitality,2026-05-25,Yes,1,Referral
579,1030,Oakwood Cottage,Tehri Garhwal,Uttarakhand,Family,5,The hosts made us feel like family.,Positive,Cleanliness,2026-02-02,No,8,Google
580,1022,Green Hills Homestay,Kausani,Uttarakhand,Friends Group,5,Perfect place for eco tourism and nature lovers.,Positive,Amenities,2026-03-27,No,3,Travel Agency
581,1004,Himalayan Nest,Nainital,Uttarakhand,Family,4,Perfect place for eco tourism and nature lovers.,Positive,Eco Tourism,2024-12-28,No,6,Tripadvisor
582,1012,Snow Peak Homestay,Nainital,Uttarakhand,Solo Traveler,3,Overall a decent stay with basic facilities.,Neutral,Cleanliness,2025-10-23,Yes,7,Direct
583,1032,Nature Trails Stay,Nainital,Uttarakhand,Solo Traveler,3,Overall a decent stay with basic facilities.,Neutral,Amenities,2025-01-01,Yes,9,Referral
584,1031,Wildflower Retreat,Pithoragarh,Uttarakhand,Adventure Traveler,5,Amazing hospitality and very friendly hosts.,Positive,Cleanliness,2024-12-29,Yes,7,Tripadvisor
585,1013,Snow Peak Homestay,Pithoragarh,Uttarakhand,Adventure Traveler,4,One of the best homestays we have visited.,Positive,Location,2024-08-28,Yes,2,Direct
586,1049,Pine Valley Retreat,Ranikhet,Uttarakhand,Solo Traveler,3,Comfortable stay though food options were limited.,Neutral,Location,2025-06-08,Yes,5,Tripadvisor
587,1021,Wildflower Retreat,Chamoli,Uttarakhand,Couple,5,Loved the scenic surroundings and fresh air.,Positive,Hospitality,2026-03-15,Yes,6,Referral
588,1034,Nature Trails Stay,Uttarkashi,Uttarakhand,Couple,5,Excellent local food and authentic village experience.,Positive,Value for Money,2024-07-08,No,5,Direct
589,1002,Riverstone Cottage,Almora,Uttarakhand,Family,5,Clean rooms and wonderful service.,Positive,Scenic Beauty,2025-01-23,Yes,2,Google
590,1044,Valley Breeze Retreat,Ranikhet,Uttarakhand,Friends Group,1,Service response was slower than expected.,Negative,Cleanliness,2025-06-03,No,4,Referral
591,1027,Nature Trails Stay,Chamoli,Uttarakhand,Solo Traveler,3,Overall a decent stay with basic facilities.,Neutral,Location,2025-12-03,Yes,1,Referral
592,1035,Lake View Cottage,Mukteshwar,Uttarakhand,Friends Group,5,Clean rooms and wonderful service.,Positive,Eco Tourism,2024-07-26,No,7,Tripadvisor
593,1005,Snow Peak Homestay,Almora,Uttarakhand,Adventure Traveler,5,Great value for money and comfortable stay.,Positive,Accessibility,2024-12-04,Yes,9,Google
594,1041,Lake View Cottage,Nainital,Uttarakhand,Adventure Traveler,2,The room was smaller than shown in photos.,Negative,Eco Tourism,2026-05-31,No,6,Referral
595,1032,Forest Edge Homestay,Nainital,Uttarakhand,Family,2,Road access to the homestay was difficult.,Negative,Location,2025-12-30,Yes,6,Google
596,1031,Eco Village Stay,Almora,Uttarakhand,Family,4,Loved the scenic surroundings and fresh air.,Positive,Amenities,2025-03-19,Yes,6,Google
597,1019,Wildflower Retreat,Kausani,Uttarakhand,Family,4,Amazing hospitality and very friendly hosts.,Positive,Location,2025-09-17,No,6,Referral
598,1010,Green Hills Homestay,Uttarkashi,Uttarakhand,Friends Group,4,The hosts made us feel like family.,Positive,Scenic Beauty,2026-03-21,Yes,10,Referral
599,1021,Himalayan Nest,Pithoragarh,Uttarakhand,Adventure Traveler,4,Amazing hospitality and very friendly hosts.,Positive,Amenities,2025-07-21,Yes,1,Referral
600,1012,Cloud View Homestay,Almora,Uttarakhand,Couple,3,Good experience but room maintenance can improve.,Neutral,Food,2026-01-29,No,5,Travel Agency
601,1006,Valley Breeze Retreat,Kausani,Uttarakhand,Family,3,Good experience but room maintenance can improve.,Neutral,Value for Money,2025-11-02,Yes,3,Direct
602,1049,Riverstone Cottage,Uttarkashi,Uttarakhand,Solo Traveler,3,The property was satisfactory for a short visit.,Neutral,Trekking,2025-02-02,No,9,Google
603,1025,Mountain View Homestay,Rudraprayag,Uttarakhand,Solo Traveler,5,Outstanding experience with great trekking options.,Positive,Trekking,2025-11-04,Yes,6,Travel Agency
604,1005,Green Hills Homestay,Chamoli,Uttarakhand,Solo Traveler,5,Beautiful mountain views and peaceful atmosphere.,Positive,Amenities,2025-09-24,No,9,Direct
605,1018,Lake View Cottage,Uttarkashi,Uttarakhand,Family,1,Food quality did not meet expectations.,Negative,Eco Tourism,2026-06-08,No,5,Direct
606,1044,Lake View Cottage,Ranikhet,Uttarakhand,Adventure Traveler,2,Food quality did not meet expectations.,Negative,Amenities,2026-01-17,Yes,2,Tripadvisor
607,1022,Wildflower Retreat,Almora,Uttarakhand,Friends Group,4,The hosts made us feel like family.,Positive,Accessibility,2025-03-13,Yes,7,Tripadvisor
608,1034,Himalayan Nest,Uttarkashi,Uttarakhand,Family,5,Beautiful mountain views and peaceful atmosphere.,Positive,Location,2026-01-08,Yes,7,Tripadvisor
609,1016,Snow Peak Homestay,Chamoli,Uttarakhand,Solo Traveler,4,Amazing hospitality and very friendly hosts.,Positive,Food,2025-12-04,No,1,Travel Agency
610,1045,Riverstone Cottage,Almora,Uttarakhand,Couple,5,Outstanding experience with great trekking options.,Positive,Trekking,2025-03-20,No,7,Google
611,1001,Eco Village Stay,Uttarkashi,Uttarakhand,Friends Group,5,Beautiful mountain views and peaceful atmosphere.,Positive,Value for Money,2025-01-01,Yes,6,Direct
612,1044,Mountain View Homestay,Ranikhet,Uttarakhand,Couple,2,Limited facilities for the price charged.,Negative,Value for Money,2026-02-17,No,9,Google
613,1034,Oakwood Cottage,Tehri Garhwal,Uttarakhand,Solo Traveler,3,The property was satisfactory for a short visit.,Neutral,Trekking,2025-09-10,No,2,Tripadvisor
614,1042,Cloud View Homestay,Tehri Garhwal,Uttarakhand,Solo Traveler,5,Outstanding experience with great trekking options.,Positive,Location,2025-03-26,No,6,Tripadvisor
615,1019,Sunrise Eco Stay,Rudraprayag,Uttarakhand,Couple,5,Outstanding experience with great trekking options.,Positive,Value for Money,2025-08-01,Yes,1,Google
616,1049,Valley Breeze Retreat,Ranikhet,Uttarakhand,Adventure Traveler,4,Great value for money and comfortable stay.,Positive,Value for Money,2025-12-15,Yes,4,Tripadvisor
617,1001,Eco Village Stay,Pithoragarh,Uttarakhand,Friends Group,5,Clean rooms and wonderful service.,Positive,Accessibility,2025-02-01,No,8,Referral
618,1021,Sunrise Eco Stay,Nainital,Uttarakhand,Friends Group,3,The location was nice but amenities were average.,Neutral,Trekking,2025-03-21,No,8,Referral
619,1018,Green Hills Homestay,Almora,Uttarakhand,Adventure Traveler,2,Road access to the homestay was difficult.,Negative,Value for Money,2026-04-06,Yes,1,Tripadvisor
620,1038,Cloud View Homestay,Chamoli,Uttarakhand,Friends Group,4,Beautiful mountain views and peaceful atmosphere.,Positive,Location,2025-08-05,No,3,Tripadvisor
621,1037,Valley Breeze Retreat,Ranikhet,Uttarakhand,Couple,5,Outstanding experience with great trekking options.,Positive,Hospitality,2024-11-06,Yes,5,Referral
622,1048,Valley Breeze Retreat,Tehri Garhwal,Uttarakhand,Family,5,Excellent local food and authentic village experience.,Positive,Value for Money,2024-12-06,Yes,2,Referral
623,1028,Green Hills Homestay,Pithoragarh,Uttarakhand,Couple,4,Perfect place for eco tourism and nature lovers.,Positive,Hospitality,2026-04-02,No,4,Google
624,1008,Nature Trails Stay,Pithoragarh,Uttarakhand,Solo Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Scenic Beauty,2024-10-09,No,3,Referral
625,1042,Snow Peak Homestay,Chamoli,Uttarakhand,Couple,5,Great value for money and comfortable stay.,Positive,Accessibility,2025-04-14,Yes,10,Google
626,1031,Riverstone Cottage,Nainital,Uttarakhand,Solo Traveler,3,The property was satisfactory for a short visit.,Neutral,Hospitality,2025-03-21,Yes,5,Travel Agency
627,1035,Eco Village Stay,Chamoli,Uttarakhand,Family,5,Great value for money and comfortable stay.,Positive,Hospitality,2024-11-15,Yes,4,Google
628,1048,Cloud View Homestay,Tehri Garhwal,Uttarakhand,Couple,5,Excellent local food and authentic village experience.,Positive,Trekking,2025-04-24,No,9,Direct
629,1029,Lake View Cottage,Tehri Garhwal,Uttarakhand,Couple,4,Excellent local food and authentic village experience.,Positive,Accessibility,2024-11-26,No,10,Travel Agency
630,1018,Green Hills Homestay,Rudraprayag,Uttarakhand,Couple,5,Great value for money and comfortable stay.,Positive,Trekking,2025-05-06,Yes,8,Direct
631,1023,Lake View Cottage,Chamoli,Uttarakhand,Couple,5,Clean rooms and wonderful service.,Positive,Accessibility,2026-02-09,No,1,Referral
632,1022,Forest Edge Homestay,Nainital,Uttarakhand,Family,5,Perfect place for eco tourism and nature lovers.,Positive,Location,2025-05-27,Yes,4,Direct
633,1026,Eco Village Stay,Kausani,Uttarakhand,Couple,3,Overall a decent stay with basic facilities.,Neutral,Hospitality,2025-03-20,No,7,Direct
634,1044,Snow Peak Homestay,Almora,Uttarakhand,Solo Traveler,5,Loved the scenic surroundings and fresh air.,Positive,Food,2025-04-06,Yes,9,Direct
635,1039,Snow Peak Homestay,Tehri Garhwal,Uttarakhand,Family,3,Good experience but room maintenance can improve.,Neutral,Cleanliness,2025-01-30,No,5,Google
636,1021,Forest Edge Homestay,Kausani,Uttarakhand,Friends Group,2,WiFi connectivity was poor during the stay.,Negative,Scenic Beauty,2026-03-24,Yes,6,Referral
637,1007,Sunrise Eco Stay,Pithoragarh,Uttarakhand,Family,4,Great value for money and comfortable stay.,Positive,Value for Money,2024-11-30,No,3,Direct
638,1031,Green Hills Homestay,Tehri Garhwal,Uttarakhand,Solo Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Hospitality,2025-07-18,Yes,1,Tripadvisor
639,1006,Mountain View Homestay,Pithoragarh,Uttarakhand,Friends Group,5,Excellent local food and authentic village experience.,Positive,Value for Money,2025-05-05,Yes,5,Referral
640,1032,Himalayan Nest,Uttarkashi,Uttarakhand,Adventure Traveler,4,Loved the scenic surroundings and fresh air.,Positive,Scenic Beauty,2025-12-01,Yes,7,Google
641,1001,Sunrise Eco Stay,Rudraprayag,Uttarakhand,Friends Group,5,Great value for money and comfortable stay.,Positive,Accessibility,2025-11-20,No,6,Referral
642,1035,Valley Breeze Retreat,Uttarkashi,Uttarakhand,Friends Group,2,WiFi connectivity was poor during the stay.,Negative,Accessibility,2025-07-12,No,7,Direct
643,1018,Oakwood Cottage,Ranikhet,Uttarakhand,Adventure Traveler,3,Overall a decent stay with basic facilities.,Neutral,Amenities,2025-02-03,Yes,1,Google
644,1030,Pine Valley Retreat,Mukteshwar,Uttarakhand,Solo Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Eco Tourism,2024-11-20,No,6,Tripadvisor
645,1029,Sunrise Eco Stay,Mukteshwar,Uttarakhand,Friends Group,5,Outstanding experience with great trekking options.,Positive,Food,2025-01-04,No,2,Referral
646,1050,Mountain View Homestay,Tehri Garhwal,Uttarakhand,Family,5,One of the best homestays we have visited.,Positive,Food,2025-07-18,Yes,3,Travel Agency
647,1026,Sunrise Eco Stay,Rudraprayag,Uttarakhand,Adventure Traveler,5,Loved the scenic surroundings and fresh air.,Positive,Food,2024-09-09,Yes,6,Referral
648,1003,Pine Valley Retreat,Nainital,Uttarakhand,Couple,5,Outstanding experience with great trekking options.,Positive,Amenities,2025-12-30,Yes,3,Tripadvisor
649,1024,Valley Breeze Retreat,Almora,Uttarakhand,Family,4,One of the best homestays we have visited.,Positive,Value for Money,2024-07-16,No,5,Direct
650,1020,Snow Peak Homestay,Pithoragarh,Uttarakhand,Family,5,Loved the scenic surroundings and fresh air.,Positive,Location,2025-08-12,No,1,Tripadvisor
651,1047,Sunrise Eco Stay,Rudraprayag,Uttarakhand,Couple,3,Comfortable stay though food options were limited.,Neutral,Scenic Beauty,2025-11-15,No,1,Travel Agency
652,1001,Lake View Cottage,Almora,Uttarakhand,Friends Group,4,Perfect place for eco tourism and nature lovers.,Positive,Accessibility,2026-04-13,Yes,4,Google
653,1002,Mountain View Homestay,Ranikhet,Uttarakhand,Family,4,The hosts made us feel like family.,Positive,Location,2026-01-22,Yes,3,Referral
654,1012,Wildflower Retreat,Uttarkashi,Uttarakhand,Solo Traveler,5,Clean rooms and wonderful service.,Positive,Amenities,2025-08-30,No,1,Travel Agency
655,1026,Himalayan Nest,Tehri Garhwal,Uttarakhand,Family,4,One of the best homestays we have visited.,Positive,Scenic Beauty,2025-10-17,No,3,Tripadvisor
656,1031,Lake View Cottage,Pithoragarh,Uttarakhand,Solo Traveler,2,Service response was slower than expected.,Negative,Location,2024-10-31,Yes,8,Google
657,1036,Oakwood Cottage,Kausani,Uttarakhand,Friends Group,5,Excellent local food and authentic village experience.,Positive,Amenities,2024-07-07,No,8,Google
658,1018,Oakwood Cottage,Tehri Garhwal,Uttarakhand,Friends Group,1,Service response was slower than expected.,Negative,Accessibility,2025-06-03,No,1,Direct
659,1041,Pine Valley Retreat,Chamoli,Uttarakhand,Couple,5,Perfect place for eco tourism and nature lovers.,Positive,Eco Tourism,2024-06-18,Yes,7,Google
660,1028,Valley Breeze Retreat,Almora,Uttarakhand,Couple,1,Road access to the homestay was difficult.,Negative,Trekking,2024-07-29,Yes,4,Referral
661,1032,Lake View Cottage,Pithoragarh,Uttarakhand,Friends Group,1,Property maintenance needs attention.,Negative,Accessibility,2026-02-07,Yes,10,Referral
662,1043,Snow Peak Homestay,Pithoragarh,Uttarakhand,Friends Group,4,Amazing hospitality and very friendly hosts.,Positive,Trekking,2024-07-26,No,2,Google
663,1007,Valley Breeze Retreat,Tehri Garhwal,Uttarakhand,Solo Traveler,5,One of the best homestays we have visited.,Positive,Hospitality,2026-03-02,Yes,1,Tripadvisor
664,1024,Forest Edge Homestay,Uttarkashi,Uttarakhand,Friends Group,4,Excellent local food and authentic village experience.,Positive,Value for Money,2025-02-12,No,3,Referral
665,1047,Valley Breeze Retreat,Nainital,Uttarakhand,Couple,4,Clean rooms and wonderful service.,Positive,Hospitality,2024-06-19,No,9,Travel Agency
666,1019,Sunrise Eco Stay,Nainital,Uttarakhand,Couple,5,Perfect place for eco tourism and nature lovers.,Positive,Value for Money,2025-02-24,Yes,4,Google
667,1024,Himalayan Nest,Nainital,Uttarakhand,Adventure Traveler,4,Beautiful mountain views and peaceful atmosphere.,Positive,Cleanliness,2025-10-04,No,1,Tripadvisor
668,1020,Snow Peak Homestay,Pithoragarh,Uttarakhand,Couple,4,Outstanding experience with great trekking options.,Positive,Value for Money,2025-07-11,Yes,8,Direct
669,1022,Snow Peak Homestay,Almora,Uttarakhand,Couple,5,Beautiful mountain views and peaceful atmosphere.,Positive,Food,2025-02-01,No,2,Travel Agency
670,1017,Green Hills Homestay,Mukteshwar,Uttarakhand,Adventure Traveler,4,Outstanding experience with great trekking options.,Positive,Eco Tourism,2024-12-21,Yes,3,Referral
671,1013,Himalayan Nest,Pithoragarh,Uttarakhand,Solo Traveler,2,Food quality did not meet expectations.,Negative,Food,2024-08-20,Yes,3,Google
672,1019,Forest Edge Homestay,Mukteshwar,Uttarakhand,Friends Group,4,Excellent local food and authentic village experience.,Positive,Hospitality,2024-09-06,Yes,4,Google
673,1002,Mountain View Homestay,Almora,Uttarakhand,Family,5,Outstanding experience with great trekking options.,Positive,Amenities,2024-11-17,No,1,Google
674,1036,Green Hills Homestay,Ranikhet,Uttarakhand,Adventure Traveler,5,Clean rooms and wonderful service.,Positive,Eco Tourism,2025-08-30,No,2,Direct
675,1005,Himalayan Nest,Rudraprayag,Uttarakhand,Solo Traveler,4,The hosts made us feel like family.,Positive,Trekking,2024-11-28,No,4,Direct
676,1045,Himalayan Nest,Ranikhet,Uttarakhand,Couple,3,Overall a decent stay with basic facilities.,Neutral,Hospitality,2025-11-01,No,5,Travel Agency
677,1042,Riverstone Cottage,Uttarkashi,Uttarakhand,Solo Traveler,4,One of the best homestays we have visited.,Positive,Location,2025-05-10,No,9,Google
678,1020,Himalayan Nest,Chamoli,Uttarakhand,Adventure Traveler,5,Great value for money and comfortable stay.,Positive,Amenities,2025-08-10,No,10,Google
679,1004,Wildflower Retreat,Tehri Garhwal,Uttarakhand,Solo Traveler,4,Great value for money and comfortable stay.,Positive,Hospitality,2025-10-22,Yes,8,Direct
680,1015,Forest Edge Homestay,Ranikhet,Uttarakhand,Adventure Traveler,1,Room cleanliness needs improvement.,Negative,Food,2026-05-03,No,4,Direct
681,1032,Sunrise Eco Stay,Pithoragarh,Uttarakhand,Adventure Traveler,2,Room cleanliness needs improvement.,Negative,Value for Money,2026-05-20,Yes,7,Travel Agency
682,1036,Snow Peak Homestay,Kausani,Uttarakhand,Friends Group,2,Road access to the homestay was difficult.,Negative,Location,2025-02-14,Yes,7,Referral
683,1009,Himalayan Nest,Kausani,Uttarakhand,Friends Group,1,The room was smaller than shown in photos.,Negative,Cleanliness,2024-11-28,No,10,Referral
684,1013,Oakwood Cottage,Rudraprayag,Uttarakhand,Friends Group,5,Beautiful mountain views and peaceful atmosphere.,Positive,Eco Tourism,2024-12-08,Yes,10,Travel Agency
685,1040,Green Hills Homestay,Uttarkashi,Uttarakhand,Solo Traveler,5,Beautiful mountain views and peaceful atmosphere.,Positive,Value for Money,2025-09-27,No,1,Direct
686,1008,Mountain View Homestay,Ranikhet,Uttarakhand,Family,5,Outstanding experience with great trekking options.,Positive,Cleanliness,2025-08-31,No,1,Travel Agency
687,1048,Cloud View Homestay,Kausani,Uttarakhand,Solo Traveler,5,Excellent local food and authentic village experience.,Positive,Amenities,2024-07-05,Yes,6,Tripadvisor
688,1009,Riverstone Cottage,Uttarkashi,Uttarakhand,Solo Traveler,4,Outstanding experience with great trekking options.,Positive,Value for Money,2025-10-31,No,7,Referral
689,1019,Nature Trails Stay,Tehri Garhwal,Uttarakhand,Adventure Traveler,5,One of the best homestays we have visited.,Positive,Value for Money,2025-05-24,No,8,Travel Agency
690,1035,Lake View Cottage,Nainital,Uttarakhand,Couple,3,Good experience but room maintenance can improve.,Neutral,Location,2025-12-31,No,8,Google
691,1005,Wildflower Retreat,Kausani,Uttarakhand,Couple,3,Comfortable stay though food options were limited.,Neutral,Scenic Beauty,2025-07-09,Yes,9,Direct
692,1027,Nature Trails Stay,Almora,Uttarakhand,Adventure Traveler,4,Loved the scenic surroundings and fresh air.,Positive,Location,2024-07-15,No,4,Direct
693,1046,Cloud View Homestay,Mukteshwar,Uttarakhand,Friends Group,4,One of the best homestays we have visited.,Positive,Location,2025-05-27,No,5,Travel Agency
694,1048,Green Hills Homestay,Almora,Uttarakhand,Family,5,Outstanding experience with great trekking options.,Positive,Hospitality,2026-05-03,Yes,8,Direct
695,1032,Nature Trails Stay,Mukteshwar,Uttarakhand,Couple,4,Loved the scenic surroundings and fresh air.,Positive,Value for Money,2026-04-06,No,2,Google
696,1007,Nature Trails Stay,Almora,Uttarakhand,Friends Group,4,Amazing hospitality and very friendly hosts.,Positive,Cleanliness,2025-06-09,Yes,2,Direct
697,1001,Himalayan Nest,Kausani,Uttarakhand,Couple,5,One of the best homestays we have visited.,Positive,Cleanliness,2026-02-08,No,8,Referral
